,C12_05,B27_03,A69_01,B44_03,C03_02,A26_03,C15_02,B73_01,A68_01,B15_02,B40_06,B55_02,C08_02,B35_01,B27_05,A33_03,B08_02,A32_01,B07_05,C04_01,A02_14,C17_01,C03_15,B15_12,B58_01,B55_01,A02_05,B40_02,C12_02,C16_04,B58_02,B15_16,A66_01,A02_03,C12_04,B08_01,B35_03,B78_01,C14_02,A02_06,B46_01,A01_01,B54_01,A33_01,C18_01,B51_02,B07_02,A30_04,B45_01,B57_01,A74_01,A11_01,C05_01,B56_01,C01_02,C07_07,B44_02,B15_10,C08_01,B15_17,C03_07,A68_02,C16_01,A30_02,A23_01,A02_01,A02_04,A30_03,C06_02,B39_09,B48_01,B15_13,A30_01,B27_06,A02_17,B27_07,B15_18,B27_09,B15_09,B51_03,A02_02,A24_02,B42_01,B07_03,B15_01,B39_02,A29_02,C16_02,B27_04,B40_01,B39_01,B67_01,B53_01,A03_01,B15_03,A31_01,B51_01,A02_07,B57_02,B38_01,C07_02,B15_08,B27_02,B52_01,B37_01,A26_01,B14_02,C02_02,A26_02,B18_01
B15_01,10.915034648013854,15.227090339287361,14.956269540060033,10.175146411030834,10.230051944521225,13.035527571942342,12.48455896836453,16.28129862611646,14.052841736860122,7.30461340158413,11.247231608497742,14.11653381397511,12.055674177640737,11.63823516546279,15.162261081927461,15.087645417617553,14.821653440245054,13.881984921196144,11.78771519058876,12.645840478858661,14.46175025143047,12.695166668950383,10.690556642009284,5.060235969267559,10.542802037529462,12.861674282712679,14.1481711854311,10.683255300320603,9.494691221524198,11.474756803708997,11.744922195723404,10.164306344265684,13.03188515462569,13.320897820949472,10.97422715377839,14.495455567964836,13.963381562907323,13.137382578646868,10.705005087887692,14.552686620385298,10.251956814106915,14.394443533283507,14.283397498573493,15.40102522898925,13.339431996481524,13.47427338843069,11.906652353631017,13.113753313982633,11.83406242822984,12.549370759728982,14.311385885835284,13.080482496320814,12.7498648224614,14.108891720584902,12.406594348433746,13.040626125442827,10.353280400539967,12.934523630984664,12.695260136357328,11.167106502121273,12.488578915089283,14.549663417766489,11.631461445611952,13.281948479060322,15.64347572246036,14.929220650080067,15.804031762057145,13.2393526163452,11.371174199038316,14.83351366793042,9.903000146519462,8.184466817195467,13.786616309300012,13.25382277138454,15.957284637437434,14.333487240838823,10.856175065104086,14.965939070989238,12.928753768101833,14.930967045597336,14.585646539640935,15.19530919574889,12.879837318895571,11.696907952265438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_02,14.865532901090464,13.981577494967436,13.721611914592364,9.845411065249461,13.847770941358906,16.993190816520404,12.59451084202225,12.698794909138897,15.190711878655652,12.016956470952232,7.375743412353495,12.156117429430656,12.7327128219016,13.92500037477811,13.912340759535189,15.21448526510438,13.720557204112112,14.215946561702278,13.591167128545933,12.657095251503906,13.423406083607714,12.232898322728836,14.045703465764365,11.73009794267372,12.855604708720733,13.105466971054492,14.047584880350747,7.530641655939191,14.278506725491043,14.098702498388263,13.565809664262712,14.682314207543236,16.70551605840328,15.21491666564776,14.855081607312922,13.55349596411165,12.713780636211276,13.50908305067375,14.42018619198906,13.656481671250734,15.195167217800524,15.972687956993585,12.654894037829035,15.462348412943843,12.903356560906523,14.754905241241596,13.565463788561903,12.947831526017206,9.320238893848162,14.658946500364989,14.568509866932603,14.931978966741173,13.164137359951441,12.20330254270811,13.375270602400803,13.901798565729672,11.594429856545988,12.506867013871748,11.315491391633595,14.787037409033497,12.641460051559628,14.095286081696509,14.326439163144336,13.74366132821279,13.39360278804115,14.100124266541131,14.711475393040228,13.61104588457006,14.289573652616326,10.618677563331609,6.699126772601508,12.437536343389425,13.5738501167202,12.126441504651988,14.791450300303309,11.1881515309404,13.774766960051368,12.776208966260807,12.454780632559078,15.87274331533149,14.352078557312836,13.686402847692797,12.663596116144637,13.30112490144813,10.685855675042662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A29_02,14.324786263101837,15.169786447671907,11.12306285493473,14.501455421019779,13.097239577146267,12.059385994686687,13.591990382437457,16.363945694309923,9.411145841370478,15.507126995758192,14.909728298855718,13.014316449097844,14.544277765328859,13.49419066767708,15.15644230425276,7.2805378521174235,14.606739646374075,9.008914982794005,14.941252697484343,13.850463443611837,11.75505695289204,13.789400919234371,13.063260571602482,15.890317894659308,11.936562848639568,13.819962060215717,12.332360971498067,14.932784347078577,13.589585453703192,13.843753056136219,13.238327960631619,12.998050827342572,11.510185467686444,13.05393802835218,14.352503620100126,14.922941230089098,14.633080979671616,13.744042271936086,13.804644302381606,11.672690270252163,13.585423065114542,12.16316469278968,12.791069308984481,7.738533631225281,14.515467421135021,14.80102374941971,14.869368703332423,9.044429000343994,16.833325133447715,12.388304959332189,8.547442798155132,9.845937009736863,14.655741736977857,13.044096298481307,15.065829353557051,13.115485549321841,15.711955893542033,18.271036215126735,13.27478795859316,12.321533923460233,13.722026436315087,11.820415153726225,13.95383669398722,9.860711701833342,11.589755728591763,11.659460139103093,12.052315087219583,9.78573296660839,14.069364977880454,17.144314225688834,15.749396941072389,15.419191439393394,9.356991158799698,16.055505957229435,12.314818699589157,15.234486597723022,17.607824080104702,15.371873927532725,18.31870287984865,16.0913721367593,12.266424057111896,11.983708369682391,14.140168235290606,15.195988405758285,15.005660987453231,15.200228154153523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16_02,6.158156395422093,16.71810508303655,13.808728323216572,14.272097491674362,7.751979804648412,13.622377918745523,9.317951819640577,17.911015448088147,12.691941545908747,14.221072258581392,15.710732396590592,12.072753266531135,9.92162973299432,11.718696695951316,16.66255016049554,14.364018141786595,14.377280329697804,11.897948152706649,11.362429861264612,11.306197423692057,13.225076727254441,9.487977370936578,6.977841472365937,13.199049488790319,10.1723365551676,11.847437032003732,13.104694936277864,15.382677710459811,7.750353921626817,5.296529751225278,10.483647730264133,10.70341430430335,13.207290311695676,13.36778780103444,6.180513863669682,14.475548975584188,13.811148070597925,12.915829001530883,9.138866942608795,13.199401603827626,8.571745392153073,11.786334878154692,12.164328285114957,14.710464040819835,11.995021375175241,13.212059572620912,11.178837701006337,13.375490698741888,16.207839848239015,11.512222655564393,11.921391951541677,9.619156508664783,9.71365440727092,12.076745498440072,9.779472978669482,9.770058366048236,14.23128532191157,17.05849249703801,9.4988376912473,11.765108044241787,9.355529662728644,13.683031460254348,3.376283715980263,13.975453358271734,15.119603790035045,13.622772116422178,14.127263084886517,13.946549576544747,9.063521638091053,17.300559790370958,14.603515239699977,14.004761988562857,13.903985022899766,15.986836588080093,14.323735514856928,15.931866182749735,15.703809315088563,16.7636902077522,17.021830406313406,14.758381572624828,13.612754136631189,14.238400125738625,10.956683775937346,11.563059400336655,12.091166702231156,14.573773845109983,13.998194779845392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_04,16.63762912513444,5.299516075471237,18.71403986893011,13.796921753073375,14.316707235558283,16.493034957143873,16.229991703567645,13.446032967220276,17.461320691105183,15.100518374219144,15.012811630598032,17.5956418262825,16.43940564622157,17.72065811397449,5.3121595338919105,16.06076976249095,15.31167076376582,16.750067784026406,15.873069976438334,14.740933872852526,18.67119851182466,16.38431037837774,14.445276080947183,14.901129607610262,16.782970215065962,16.68370860154568,19.05362187704564,14.473310640536694,14.77698487412658,17.12615224642093,18.586102003380045,16.544488949213445,15.867048120565816,18.423824820908543,16.688071469597116,15.373954087003577,19.7057653880894,17.1917030917788,14.169493396609008,18.7255957229928,15.82371736463916,17.54221182498591,17.88693769213506,16.313028985283573,14.280300385833598,18.908816333162356,15.714302018922254,15.509421855471384,15.462593584873673,18.963290714740577,16.89303327705755,15.902203292202417,16.779258814980018,17.50337026514126,17.1933614915739,13.15860399450761,13.934889013182042,14.781248822623981,16.73160899642795,15.960998400939662,16.149282886821855,18.989487710283484,16.625833595881883,15.016468709458056,18.44601927484803,19.073800580507243,20.359674073121013,14.943543282252689,14.115971595563128,14.031014079657064,15.845464616083445,15.251562907158789,15.844344202104542,6.710587871029194,20.585331707411772,9.744063812084324,12.483932112388345,7.321483251930855,14.71943969625821,19.783392931300757,19.42047944851786,18.00389887758818,16.344318525687942,15.800663940979712,14.068651417828354,14.885908434523147,16.049589553039123,16.71292929688904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_01,16.106885806640975,14.269700840335084,13.939955092733996,9.830724501856187,14.728188222236394,16.748478142534147,13.580609016343603,12.96762097794207,16.06541128856666,12.204482211941004,4.2465965089409545,13.595277200736687,13.704122587614501,14.184373928755885,14.211556733111077,15.533033762786806,14.845553149499104,15.058498197884163,14.583669891103488,13.4133608958131,12.583720482617986,13.310987209341503,14.925200611534109,11.970006989525983,12.918429141730698,14.4841388656938,13.185894934173085,5.166935166033128,15.181539298907573,15.402672771809554,13.896210471634992,14.625809644718224,17.229652900889587,14.460249409122572,16.100409279344458,14.666818220243073,13.096074699614256,14.567207076799338,15.416352754873614,12.800394989143447,15.963029396386728,16.7622931572375,14.003235107710328,15.792051195893242,13.622992470466725,14.75148983578907,14.536725621027967,13.186621363771923,7.574492155873671,15.08872231952079,15.451932238863035,15.646805775942829,14.215111506410759,13.587376592151681,14.375762682066457,14.558287311872132,11.580663587756943,12.780439394222391,12.480286467591334,14.644308207910742,13.210635123529917,14.200360640290658,15.490089030849314,13.759272195631972,13.5917281510176,13.29721027204672,14.351134163363499,13.738051977309711,15.336631582793474,12.628328201204813,7.377119450837169,12.604143635243213,13.934568342859526,11.98514944103239,14.486311494209499,11.207193007565586,14.289292585933037,12.652192799412962,12.620901628292103,15.953472461055611,13.660174782585301,13.801987813450367,13.912289421232577,14.474824206625605,10.922804673500421,6.5179087735250985,15.360206849381779,15.773385770715842,15.004283891595744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_01,17.08715699607525,13.351909752130233,13.781683838022913,13.936181104610517,16.19689654124685,17.114750750327286,15.223467182669197,7.989492177853956,15.14760859289014,12.544516441476361,12.730195594509688,12.076823052922238,15.285254450911356,13.593456566558181,13.31569858991075,15.26616639883209,13.777027327696356,16.82268122321042,13.53847400379506,15.290485929947742,16.163612139141957,14.894319277529268,16.388578608044583,15.116582753886917,15.55973632046166,13.029666636021421,16.78156839291831,12.834957244916092,16.543137522047523,16.358723511911585,16.15234176022225,17.17755379728356,16.684210718555832,17.751104020712948,17.089673241113076,13.52268465002742,12.382637142390607,13.263249839402611,16.711023071079435,16.43923976522215,17.38795283890234,18.14196185589712,12.37387614563111,15.560509572626861,15.461436700302773,14.538116713679097,13.516604423448925,15.841560900555352,13.81680527986677,17.128867193713976,17.132253736918518,17.331225323461542,15.714983600535485,12.071402768785209,15.511424906040126,16.337119830798926,15.223153083384144,7.268981568776636,14.10694922456484,17.288636251954106,15.204657180423522,14.134344803480255,16.589879412948243,16.48234849593829,16.116638361651937,16.82542649696871,17.235646852816675,16.37677837128976,16.65016874972997,2.6796014076886716,12.126251216743265,12.987814767498417,16.31231689205683,11.423285252869956,17.310299279358535,10.424059801178144,9.395483096717681,12.143120375386921,7.146173444716811,15.599371202490136,17.067294699423353,16.382397400418217,12.559003462250736,13.286588923457467,14.399096101514377,10.13925571462464,16.873076554096304,16.81609029392692,14.333468645726027,12.295393449215448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B67_01,12.60222796454596,16.683108930233477,9.269683712566847,13.713268632986864,11.551288125799505,13.432921766577767,9.931156151559744,13.334217289179144,11.361005010871276,12.718566398387077,12.940398001150175,5.413654997554662,9.985214549073445,9.007850235406876,16.650127744501464,12.738737143340812,12.177089213894462,12.756610576618247,8.88588743568857,12.07876957608927,11.385942544623722,9.326891030604548,11.832646858258835,14.622849846973162,11.557599778905193,7.3635078021556515,11.935417010934922,13.228357455023602,12.120512759848527,11.688244402898126,12.383191288092412,12.967277993390349,13.499897539747616,13.378013638921093,12.606082284154457,11.920313598250647,6.645073521968894,8.954085292921654,13.938588356653929,11.544244574112843,12.210848846684756,14.16225902870761,6.363665571741983,13.03344192267364,12.425528768443984,10.049190054438949,8.909913158938158,13.062451586550397,14.158194610005868,12.94645102188159,13.070487573412573,13.594777450977672,10.514542520201969,5.561958588490339,11.243976304887411,13.658675894354941,15.101172487958804,12.475385200108466,8.032504744697132,13.058252956260322,9.873796577873586,9.69277277484093,11.978990936061024,13.82892146902498,13.493128385517638,12.054544400853839,12.695596323657025,13.766733966941995,13.911896238833494,11.463669068910056,12.501567764462239,13.129129944185324,13.675537823619848,15.065198735161456,12.804301580385815,14.314693624179114,14.067124419722925,15.573993815374713,12.440237687862966,11.808332219575318,12.325998105147685,13.827423803327177,7.509976309590411,9.394396318468347,13.750429580855464,10.695881946874678,13.820102176520095,12.35225994102276,17.483545740850992,12.33948662492818,10.646527767857835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B53_01,11.989481408377056,17.320191034835815,10.357224688453366,13.094288005514105,11.159229242264653,11.677615625815758,12.173016229662908,15.968449025926724,10.410985779745209,10.708684331346838,14.911594179888358,9.796050373241908,13.174450107260526,4.300938971414222,17.274606081303705,11.681275444589973,12.732262000599814,11.442063413795287,11.293072613968983,14.461515897870811,12.592183674644422,12.267442958562087,10.926868919400246,13.272463093692098,7.957814344105419,10.798002610464156,13.02438411330403,14.67452595482373,11.70621060084057,11.556269590744762,9.404385750711805,10.042104233020861,12.13090760765308,13.920834946287483,12.007739342043642,12.93283018065248,8.006052380965249,10.084213593752771,13.846248557071464,12.606921540163967,11.771182992028573,13.472280446722094,9.765126179783547,12.024881151708808,15.090376605827926,8.603048177624384,11.301459449034038,13.730248980283044,15.985780177595029,9.813138392933455,12.15131828542727,12.991679893660487,13.085299184110953,9.951300401495883,13.68753662113498,13.39326945550212,14.226440616613056,14.182524958749175,11.882279803482826,10.998666494230594,12.228510229929896,10.997093566220052,11.739655511679244,14.461858594018361,14.504146129876707,12.729417326180798,13.468193612968708,14.368634737295643,13.88013359245698,14.6486713042031,13.79294589584832,9.938554592575063,14.28817070826192,17.069041240290503,13.599704004147313,16.38888100385416,13.032099266761174,17.006763756266324,14.28870410271506,10.508669318916413,13.025158591769511,14.730229409297731,10.150874579857188,11.301740954584098,12.38213915872417,14.321356666577982,13.38133058380475,11.600184608044636,17.951029278914255,14.67217727125806,14.077389396469735,9.627257302237188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03_01,10.949146974636188,16.140399552216202,11.34689033025438,13.93519027490633,10.19286377119843,9.689630347567087,10.133232551080877,17.935794320165222,8.94083628308094,14.374295548675258,15.837498230193107,13.383262072562276,11.024901605422494,13.108031354923396,16.102335761256498,10.130904827440915,15.28493443544274,7.157924162953187,12.983001539400517,11.976423388850067,10.585434508449428,10.494336608236951,9.983547195159051,13.751001900170712,10.664763683564367,12.386451027470452,10.953370424440598,15.845705373422744,10.649323659372682,11.897144121995769,11.657490905624385,9.444106870467136,9.161033992661377,9.308971412257733,10.979407438158535,15.569217884833444,13.923616270636042,12.571358917094676,11.904331264740721,10.588482616809788,10.550383673393812,8.958216850622716,13.564061014933431,10.495711102402357,12.61903021971189,12.840169939148863,12.958870603122838,10.006808995734351,16.628877873663996,11.189427366269253,6.108450715377545,5.839454009843294,11.226802751225106,13.335568024639205,11.077716676796308,13.368951862173352,14.514412631085792,16.984894564358466,11.11066006259684,8.331605969699504,10.471974711677099,11.543353392971436,11.73524424148527,9.173050140211028,12.233149913564379,10.224243925483574,10.351134262034805,9.263488275999036,12.432652244069313,17.724934146581,15.458284489117004,14.135746269502848,9.415106102860646,15.352407666618577,10.43296963387653,16.2304557056781,16.43991542076343,16.376328753577617,16.960038880961317,14.297769136369018,10.67692176895242,12.082988063077236,13.788008224858178,13.28205878345692,12.753626994802483,14.941019056997826,9.532364478463766,11.640019042299638,15.614071218744769,15.772131338265456,17.277428953280463,13.680978959038509,13.011357559320418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_03,12.91082688731154,14.278953520894476,15.981267737013066,9.136161219012651,11.029158396166405,15.00909658057595,13.16441334723171,15.565400652566542,15.673622488863252,7.415492457223451,10.224355423054568,14.553429263622721,13.098879200561893,12.558137588501904,14.203984743928197,15.82423005550052,14.904984140455358,14.838021764439807,12.60547244800244,13.247936107374587,15.41979185232722,13.32865599504255,11.45856648646969,6.9548422607357185,11.472035196324383,13.610871064955184,15.760817569756144,9.558731782759665,11.46561896390147,13.134340636622696,12.917756842108087,11.603967648957186,15.075274287275212,15.292071264911169,12.952634724361541,14.581928500254827,14.751310363325125,14.085310686865242,11.740466838336417,15.538967167410702,12.529119855565716,15.626761520575766,14.949910267703675,16.088176638913055,13.758765504402616,14.51274496651364,12.534518045140093,14.394938224386435,10.835478225539187,13.835019690339424,15.228223654034489,14.261020382661789,13.787712607342732,14.539172465436366,13.634005355373839,13.10709826965031,9.600924862803835,12.376718782547766,13.366705001865014,12.507943468992046,13.221752831320586,16.156890204999016,12.78912313527506,13.94201719855266,16.169838249638065,15.966890066992393,16.825951792815626,13.92865453137952,12.677954272210574,14.008612227257041,8.546848104535204,8.318883228412222,14.694161880449427,12.325593464813,16.962455359628596,13.485471524433054,10.071179270650031,14.032603298968072,12.302783656629538,15.764829130931647,16.196653844670188,15.820361531748869,13.3611419980342,12.260152464711185,4.91048956230274,9.33691897501222,15.99344563391312,13.2214649921787,13.113749371998928,9.763464562866663,13.709990094992298,14.020328807901127,13.283371091862131,13.922409253568944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A31_01,13.389720756405815,13.972721268941411,11.282186613256432,13.316125097918407,12.199879253832052,11.738198201420035,12.675217541858547,15.97404199080555,9.382003507471449,15.493195395324845,13.884382160273027,12.905980996131099,13.867019839148682,13.554637269872325,13.949259902289821,6.387196017348469,14.282141928245004,6.735389956709983,14.867066713906825,13.175124805267561,10.504512871046433,12.977408563394352,12.127091468296616,15.052800258220977,10.790343688642098,13.622182071724588,11.201278042382272,13.913524116158884,12.798579313025883,12.907143854681165,12.123396882389285,11.918381984768413,11.51747737109533,11.98784373113036,13.437489881487236,14.568906873649825,14.766583264587323,13.865899375764826,12.988061888471101,10.432247947249063,12.799366802396932,10.987495491715437,12.99515035739526,6.834356221811721,13.815550048831955,14.801357064675072,14.780632120067603,7.905277024120961,15.818038633672002,11.088591613578885,5.7731818155041195,8.198121756906874,13.944064047159571,12.924967452917413,14.319919186458993,12.215596970041677,14.527344477200732,18.17212379149279,12.49794472266498,11.225576830173281,12.943871859504497,12.039724614160665,12.89414833599956,8.953882651352803,10.28823223087503,10.430589831309018,10.725389214820327,8.876613191961749,13.140861279051537,17.05108996910472,14.647515254725963,15.332206013927868,8.04738330027093,14.963162946976071,10.978111473179373,14.193099599248898,17.469627445982468,14.342046156247354,18.230172822151033,16.00004063027721,11.11505465685485,10.596108773608309,13.922012751986902,14.967332966078178,14.198326407850075,14.2045503745084,6.115525966920407,12.903033821582817,14.9846931034835,14.482469476352565,16.82358421924038,13.856705088606688,13.349959683404439,7.967980326153992,14.902525883330785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_01,12.892913393675268,19.3767702543643,10.982850444695526,15.107636961823845,13.068770184380034,12.510277589131965,11.09437105420216,15.543769753842458,12.354648286238762,12.476671837674047,14.397262940897921,9.834982998000173,11.694660196848146,9.843160292626123,19.352048508523616,13.485702829175505,13.198370434367074,13.493699798860264,9.759345550993046,13.224834779643121,12.70432395233798,10.833146963001122,12.723183735337706,14.343193361579019,11.75918804348585,8.773996224845432,12.971273783833551,14.963102133473573,13.371301580238422,13.748221609128642,11.666065092075256,11.237532529801058,12.936263002692712,12.42577570615464,12.863866381667108,13.514980367802051,8.313620885726328,6.255571225199864,14.778246802432651,12.817102710261606,13.489206211241013,14.322618035383499,9.833152535568113,13.346353173836933,14.00091686990545,2.810798251155657,9.985222655831015,14.571580541000861,15.94522120561311,12.45539220209473,14.037788447423914,13.828408362097667,11.567388291914902,9.874796139979308,11.485320269613592,16.138199679025927,15.823412065360102,12.944150329997642,11.419756952008582,11.570137792832044,10.688507148225854,11.12287041660773,13.70833651339014,14.340026579712681,14.02627348749169,12.952363497768046,12.88925147435474,14.325383797605642,14.896598735827101,15.220992899984056,13.908720580601148,11.694108961917747,14.640769744193541,16.443201687564446,12.971756318145133,16.93796406375779,14.509843502981573,18.44486097887386,12.856099045422834,5.072519346815974,13.093892149521864,13.963852992718905,10.500395503222158,10.053603212173728,13.728608728165034,14.831995521335891,14.929167968827503,13.475733892515684,18.963842127636447,14.8704088497444,14.670735695089403,10.31632237396101,8.914564868531588,13.050257164284053,14.700402683358186,14.917340413241611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_07,13.99406807154144,17.632393837467863,8.423598771593308,14.783093905963893,13.229810787666896,12.114276764011576,11.248312193897693,16.521613131621024,11.386044123884526,16.22482137325011,13.611571324018849,12.85471485818736,11.956766671608978,13.110507586996642,17.597287479773254,11.987870548538089,16.22295758842082,9.43080903697562,14.77448908340165,13.059616706216566,4.009635938834102,11.02629792935706,13.024184953401255,15.678356814958784,10.272834353438684,13.852197767483743,5.167474062195287,14.119689885103362,13.668864480840169,13.551301692435118,11.070084082789704,11.585431805137297,13.259953374269582,6.889337269367505,13.98717192475183,16.527873140427037,11.752351735129277,13.797000789442334,15.304071917951738,3.8146827771649594,13.510908554205294,12.151405668231984,13.055879747469062,12.268407427086585,13.869537303615036,12.872208406320738,14.853708978347212,9.928778414331266,15.255355747368059,11.48185003952562,8.981222723802588,10.601193082187063,12.083681985267763,12.808336062487687,12.066284638650062,14.963388710109001,16.095578271351567,16.90494829530615,10.377356946839253,11.256358473513714,10.949189313171178,8.97558105034517,13.718530221030338,10.558188032932764,10.078525370439147,2.8136705762298613,5.228447184197661,10.69843055751932,15.496660361599771,16.884381333117865,14.340286629329032,15.90496331203761,10.299119368130409,16.205554235831055,5.577070830355737,15.208769148929665,18.137773310357822,16.144532260332632,16.78942319468326,14.346455043822331,4.812663281909852,10.533352798131997,14.201452119203825,15.315469311749009,14.813188822811217,13.871499562982521,11.472726244905786,13.67965595876777,18.49738701898878,13.04390803824942,16.4629532902417,12.160878600726747,12.879991107207376,10.200747325837872,15.758946619313598,10.1797740826579,13.058921407821972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B57_02,13.565628058847219,20.025537447385126,11.599996125675261,15.274634081240668,14.130111723797611,14.831894506340971,11.436319773793628,18.161158142679422,12.882350651469451,15.836483094937552,14.03826406975175,12.216669943244773,11.669608578304182,12.821711957624947,19.981319289101055,14.55700612674717,16.29734971662714,10.764506330850296,13.414711898798554,13.762387814689655,9.35368862417838,11.276696362495237,13.87494849461162,15.159362583534369,9.146950017598165,12.96077171924179,9.528034370476083,14.529414629262552,14.347487658582981,13.377137964333636,8.70896575977991,9.803572067099859,15.57152803102756,10.696842602380261,13.539733940818913,16.440559080324736,10.729592020623812,13.000666352680726,15.637191675278888,9.424705469227888,13.71567636230989,11.940041373879257,12.685059036561013,14.790510827579245,14.884658119586817,10.5867922444428,13.543589264390206,12.457223542767585,15.566891393732652,7.993872851208517,11.464369955262795,11.776647499767057,11.652739530994642,12.267073395696597,11.540626274647666,17.01802818352516,16.01632495334376,16.123075551587576,10.964118100025317,10.058097341304538,11.303924121396301,11.558695081311768,13.395223724825996,13.005105447032506,11.564971351642923,9.61845141636474,8.562631265526049,13.059454482545352,16.199824655101065,17.394180148618872,13.297228654756731,15.264975365863314,13.166375342568513,17.61863787653465,8.68023695154369,16.973572468174453,17.90076995768444,18.867131905134542,16.033324485070807,12.477218124132984,9.714094866949097,11.398828060875966,12.968789322097656,13.763307578993148,14.216004436356247,14.181454353969967,14.07622716036932,13.237251302797336,20.480000427177504,14.04591617254281,16.722595190632212,12.160287702736127,12.266930813571234,12.04456173168784,15.496486248433957,13.14666951796142,10.917266442761692,9.920895483467094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B38_01,17.530121985476452,15.539139269040193,13.852253288009841,14.17693260259494,17.393056810196455,17.261254256682125,15.449735787235745,9.96209275597863,15.675615610261854,13.312432186170456,13.34468553400622,13.236753623811762,15.952642858770306,13.903652969005122,15.491073543126438,16.196388068386657,15.575840563065304,17.057413522389925,14.838620862593741,16.103355012648827,15.58627023848002,15.050371605072415,17.09174530286001,15.756245115500214,14.87225678926584,14.251939958593608,16.16926014674982,13.64696726806347,17.694255640308196,17.25394354605556,15.033079162792928,16.60596349660643,17.45483764113843,17.300145327177997,17.51363121548408,15.845622319894137,11.958500067840946,14.516832104302841,18.246786559259725,15.891613748381543,18.43230287503036,18.61138735036898,13.54160913450427,16.505512693631577,16.492032942815893,13.207656992301132,14.879832164458307,16.76571819356358,14.463187420259894,16.3256821697005,17.58841371391524,17.84691925923352,15.830916739596395,13.310836356722305,16.058903627585387,17.88330151220109,15.523152677100482,7.253764094324088,14.76689553597898,16.677092147638184,15.38906769247639,14.177156178147175,17.53758354737107,17.42490227434745,16.17035331657913,16.269685818740665,16.469048907104487,17.311846645587043,17.886546629088173,7.0586336166695824,12.418801393100624,12.543383681709855,17.134150225172228,13.36153589572563,16.50749359411959,12.25011734311308,10.401155751063465,14.132974165787877,7.219711227831701,14.365874876717001,16.4262790991803,16.48673178331106,13.97065998854365,14.784346534585255,15.058764778310042,11.880572098640581,17.856836636793133,17.30933859298192,16.489269333615706,12.800251038694196,6.121414265532503,11.772518358689677,13.151027923453611,17.78951837118325,14.479019423173536,17.714533216098793,13.334022832410435,16.04569900584025,15.268154132792933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
